Observer,HM4.Order,HM4.Family,HM4.Latin.name,HM4.Common.name,HM4.Subspecies,Site,State.Province,County.District,Country,Captivity.details,Song_source,Catalog_number,Song_Locality,Signal_Type,No_notes_in_call_bout.song,No_of_Note_Types,IntraIndiv_variation,Single.Note.Number.Of.Notes,Single.Note.Duration.Of.Songs,Single.Note.Song.Pace,Note count the same as number of notes in song?,Edited by,Remarks,Note_Min_Freq_Average,Note_Min_Freq_Variance,Note.Max.Freq.Average,Note.Max.Freq.Variance,Note_Length_Average,Note_Length_Variance,Note_Bandwidth_Average,Note.Bandwidth.Variance,Note_Peak_Freq_Average,Note.Peak.Freq.Variance,Song_Peak_Freq,Song_Min_Freq,Song_Max_Freq,Duration.1st.note,Max.Freq.1st.note,Song.Bandwidth,Note.Count,Song.Duration,Duration.middle.note,Max.freq.middle.note,Duration.Final.Note,Max.Freq.Final.Note,Duration.longest.note,Note_Slope_Average,Note.Slope.Variance,Max.Note.Slope,Pause.Length.Average,Pause.Length.Variance,Note.Slope.first.note,Note.Slope.middle.note,Note.Slope.final.note,Duration.longest.pause,Pace1,Pace2,Pace3,Pace_Change_1,Pace_Change_2,Note_Rate,Freq_Change_1,Freq_Change_2,Dur_change_1,Dur_Change_2,Note_Slope_Ch1,Note_Slope_Ch2,Note_5._Freq,Note_95._Freq,Song_Min_Freq_5,Song_Max_Freq_95,Song.Freq.5..Variance,Song.Freq.95..Variance,Note_Bandwidth_90,Note.Bandwidth.90..Variance,Song_Bandwidth2,Note_Slope_2_Average,Note.Slope.2.Variance,Note_Slope_2_Max,X95..Freq1,X95..Freq2,X95..Freq3,X90..Bandwidth1,X90..Bandwidth2,X90..Bandwidth3,Peak.Freq1,Peak.Freq2,Peak.Freq3,Note.Slope1,Note.Slope2,Note.Slope3,Max.Power1,Max.Power2,Max.Power3
CW,Caprimulgiformes,Caprimulgidae A,Antrostomus carolinensis,Chuck-will's-widow,monotypic,East Jetty Woods,Louisiana,Cameron Parish,United States,,XC,XC361468,"Indian River Shores, A1A, Indian River County, Florida",Song,4,4,0,,,,Y,JT,Resampled as note count did not match,1404.70,56766.91,2352.23,23299.05,0.11,0.00,947.53,72200.21,1722.65,43591.36,1636.50,1246.80,2479.30,0.02,2386.90,1232.50,4.00,0.95,0.09,2448.50,0.17,2479.30,0.17,12663.74,56181790.40,24786.96,0.17,0.02,24786.96,12921.51,7195.81,0.37,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4.23,1.03,1.01,4.04,1.80,0.52,0.56,1528.85,2271.78,1378.10,2368.70,44973.80,20757.24,742.90,55058.94,990.60,9824.01,32068074.37,18726.09,2325.60,2368.70,2196.40,430.70,990.50,775.20,2067.20,1507.30,1658.05,18726.09,10650.54,4959.71,79.00,85.40,89.00
CW,Caprimulgiformes,Caprimulgidae A,Antrostomus carolinensis,Chuck-will's-widow,monotypic,East Jetty Woods,Louisiana,Cameron Parish,United States,,XC,XC370151,"Talladega NF, Cleburne County, Alabama",Song,4,4,0,,,,Y,JT,Resampled as note count did not match,1162.98,19191.02,2222.43,50862.68,0.14,0.01,1059.45,98336.91,1781.20,0.00,1781.20,980.50,2429.40,0.03,2233.30,1448.90,4.00,1.02,0.12,2375.00,0.23,2429.40,0.23,13660.19,137969696.51,33519.23,0.16,0.01,33519.23,10988.70,6218.45,0.29,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,3.91,1.06,1.02,4.42,2.03,0.33,0.57,1441.40,2121.10,1265.60,2296.90,31179.42,44370.05,679.65,141165.53,1031.30,8516.35,50962265.75,19830.77,2109.40,2296.90,2039.05,515.60,1031.20,585.90,1781.20,1781.20,1781.20,19830.77,8966.96,2633.83,84.40,89.30,95.00
CW,Caprimulgiformes,Caprimulgidae A,Antrostomus carolinensis,Chuck-will's-widow,monotypic,East Jetty Woods,Louisiana,Cameron Parish,United States,,XC,XC366370,"Texas (near Austin), Travis County, Texas",Call,5,5,0,,,,Y,JT,Resampled as note count did not match,1050.76,6968.69,1996.72,141721.30,0.11,0.00,945.98,159649.98,1584.84,75964.66,1679.60,909.00,2388.10,0.04,2126.10,1479.10,5.00,0.82,0.14,1756.40,0.22,2326.40,0.22,11835.97,65706402.75,27291.43,0.07,0.01,27291.43,5023.91,6327.68,0.20,5.78,9.30,4.48,1.61,0.48,6.08,0.83,1.32,3.94,1.62,0.18,1.26,1248.94,1886.30,1162.80,2282.50,5194.41,128633.93,637.38,114539.88,1119.70,7848.33,40228582.41,19688.57,2153.30,1485.80,2153.30,839.80,258.40,990.50,1830.30,1464.25,1335.10,14429.93,2979.96,4421.88,92.50,101.00,101.50
CW,Caprimulgiformes,Caprimulgidae A,Antrostomus carolinensis,Chuck-will's-widow,monotypic,East Jetty Woods,Louisiana,Cameron Parish,United States,,XC,XC220343,"Fort Smith, AR",Song,4,4,0,,,,Y,JT,Resampled as note count did not match,1250.23,55946.24,2415.85,82986.65,0.12,0.00,1165.60,99692.02,1851.85,5559.91,1722.70,1052.80,2607.00,0.02,2607.00,1554.20,4.00,0.91,0.10,2569.40,0.20,2569.40,0.20,20713.73,427218137.53,56029.41,0.15,0.01,56029.41,14288.00,7507.92,0.26,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4.42,0.99,1.00,5.88,2.02,0.26,0.53,1453.50,2239.48,1292.00,2454.80,44861.47,56560.17,785.98,81956.05,1162.80,13654.21,169309073.55,35464.71,2411.70,2454.80,2045.70,602.90,1162.80,689.10,1894.90,1894.90,1808.80,35464.71,11628.00,3762.07,100.60,101.30,104.90
CW,Caprimulgiformes,Caprimulgidae A,Antrostomus carolinensis,Chuck-will's-widow,monotypic,East Jetty Woods,Louisiana,Cameron Parish,United States,,XC,XC370385,"Walnut Grove campsite, Milford Lake SP, Geary County, Kansas",Song,4,4,0,,,,Y,JT,Resampled as note count did not match,1259.50,38139.84,2314.88,69125.61,0.13,0.01,1055.38,105689.84,1628.90,70723.17,1734.40,1032.30,2526.70,0.04,2434.30,1494.40,4.00,0.87,0.08,2434.30,0.25,2526.70,0.25,12365.42,65153980.72,24651.43,0.12,0.01,24651.43,14489.29,5978.00,0.22,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4.60,1.00,1.04,2.40,2.98,0.59,0.41,1394.55,2144.53,1218.80,2250.00,31168.87,33374.93,750.00,57114.85,1031.20,8625.81,28036750.22,16071.43,2250.00,2250.00,2039.05,562.50,937.50,750.00,2015.60,1359.40,1570.30,16071.43,11160.71,3635.55,80.90,91.30,94.85
CW,Trogoniformes,Trogonidae A,Apaloderma vittatum,Bar-tailed Trogon,monotypic,Udzungwa mountains,,,Tanzania,,XC,XC240265,"Mubwindi trail, Ruhija, Bwindi Impenetrable Forest, Uganda",Song,24,1,0,,,,Y,,,1008.04,3187.35,1419.75,2025.06,0.17,0.00,411.74,8669.22,1317.15,1688.05,1335.10,920.50,1452.70,0.10,1280.10,532.20,24.00,11.67,0.17,1452.70,0.17,1438.30,0.19,2453.38,265159.83,3094.19,0.33,0.00,1851.49,2756.29,2926.74,0.41,2.14,2.21,2.18,1.03,0.99,2.06,1.13,0.99,1.65,1.03,1.49,1.06,1189.74,1361.95,1162.80,1378.10,435.38,1516.29,172.28,1236.25,215.30,1027.19,38268.78,1407.19,1329.66,1378.10,1378.10,145.35,183.05,188.43,1281.25,1335.10,1335.10,880.75,1077.46,1123.37,94.14,98.58,99.74
CW,Trogoniformes,Trogonidae A,Apaloderma vittatum,Bar-tailed Trogon,monotypic,Udzungwa mountains,,,Tanzania,,XC,XC48080,"Kimhandu Hill, at Kipalu camp, Uluguru South F.R, Morogoro Region, Tanzania	",Song,9,1,0,,,,Y,,,943.17,16944.68,1364.53,790.50,0.15,0.00,421.38,11773.66,1234.38,1462.94,1265.60,727.90,1408.90,0.12,1361.90,681.00,9.00,3.26,0.12,1338.40,0.19,1408.90,0.19,3094.40,1918467.80,5450.89,0.24,0.00,2482.11,4875.42,1782.72,0.34,3.07,3.27,3.39,1.06,1.04,2.76,0.98,1.05,0.96,1.62,1.96,0.37,1161.48,1291.66,1125.00,1312.50,1357.78,543.11,130.20,378.56,187.50,934.40,86353.02,1255.36,1281.23,1281.23,1312.50,140.60,125.00,125.00,1203.13,1234.40,1265.60,1160.52,986.48,656.18,90.30,97.70,99.33
CW,Trogoniformes,Trogonidae A,Apaloderma vittatum,Bar-tailed Trogon,monotypic,Udzungwa mountains,,,Tanzania,,XC,XC364785,"Chowo Forest patch, Nyika NP, Malawi",Song,8,1,0,,,,Y,,,925.94,7130.49,1521.05,2002.69,0.12,0.00,595.11,9666.60,1271.46,240.58,1265.60,819.90,1567.80,0.11,1567.80,747.90,8.00,3.08,0.13,1539.00,0.13,1539.00,0.13,4915.49,303434.48,5633.33,0.30,0.00,4355.05,5393.75,5050.38,0.34,3.05,3.16,3.51,1.04,1.11,2.59,0.98,1.00,1.17,1.02,1.24,0.94,1201.21,1341.80,1171.90,1406.20,515.53,1063.83,140.61,548.73,234.30,1179.40,62376.93,1720.18,1343.73,1328.13,1359.40,156.23,125.00,140.60,1281.23,1265.60,1265.60,1421.82,1007.73,1073.28,100.40,106.73,107.35
CW,Trogoniformes,Trogonidae A,Apaloderma vittatum,Bar-tailed Trogon,monotypic,Udzungwa mountains,,,Tanzania,,XC,XC396118,"Main Road, Kakamega Forest",Song,17,1,N/A,,,,Y,,,1009.70,826.99,1458.61,10824.25,0.10,0.00,448.90,12932.24,1373.08,9138.85,1421.20,951.00,1549.80,0.08,1232.80,598.80,17.00,5.98,0.10,1514.60,0.12,1549.80,0.12,4417.15,612992.42,5385.32,0.27,0.00,2863.41,4882.18,4200.00,0.33,2.91,3.15,3.36,1.08,1.07,2.84,1.23,1.02,1.23,1.22,1.71,0.86,1188.14,1403.47,1076.70,1507.30,2194.82,12013.54,215.33,4802.36,430.60,2099.66,261420.12,2558.42,1270.47,1457.12,1498.70,136.37,244.03,275.64,1263.30,1421.20,1447.06,1552.08,2388.22,2410.49,88.37,93.78,96.54
CW,Trogoniformes,Trogonidae A,Apaloderma vittatum,Bar-tailed Trogon,monotypic,Udzungwa mountains,,,Tanzania,,XC,XC246552,"Buhoma, Bwindi Impenetrable Forest",Song,10,1,N/A,,,,Y,,,952.18,3466.72,1331.91,753.01,0.13,0.00,379.74,5882.87,1240.31,666.67,1248.90,863.00,1380.80,0.11,1280.10,517.80,10.00,4.35,0.14,1337.70,0.13,1352.00,0.16,2875.94,323285.09,3880.95,0.34,0.00,2243.12,2205.11,3880.95,0.37,2.81,2.82,2.59,1.00,0.92,2.30,1.04,1.01,1.26,0.92,0.98,1.76,1132.64,1279.07,1033.60,1292.00,1502.68,390.10,146.43,815.97,258.40,1111.79,40054.84,1484.83,1248.90,1292.00,1292.00,157.90,143.57,139.98,1205.90,1248.90,1259.68,1240.19,1077.70,1041.07,90.73,97.53,99.15
CW,Trogoniformes,Trogonidae A,Apaloderma vittatum,Bar-tailed Trogon,monotypic,Udzungwa mountains,,,Tanzania,,XC,XC397853,"Manyenjere forest, Nyika NP, Zambia",Song,8,1,0,,,,Y,,,1069.76,927.41,1355.63,451.98,0.13,0.00,285.88,1575.27,1259.70,1274.42,1292.00,1021.20,1380.80,0.12,1366.40,359.60,8.00,2.71,0.16,1323.30,0.12,1380.80,0.16,2197.63,196833.95,2996.67,0.24,0.00,2626.96,1447.17,2996.67,0.26,3.38,3.52,3.98,1.04,1.13,2.95,0.97,1.04,1.38,0.75,0.55,2.07,1211.25,1308.16,1162.80,1335.10,1129.16,435.38,96.89,1275.76,172.30,755.44,111123.18,1498.26,1306.37,1292.00,1335.10,129.20,71.77,86.10,1234.60,1263.27,1292.00,1034.65,512.92,700.42,86.93,100.33,103.10
CW,Passeriformes,Corvidae,Aphelocoma coerulescens,Florida Scrub Jay,monotypic,Archbold Biological Station,Florida,Highlands County,United States,,XC,XC371887,"Wabasso Scrub Conservation Area, Indian River County, Florida",Call,1,1,0,41,64.082,0.63980525,Y,,Single note call; does not match HBW song description; JAT: jays are weird and hardly every give 'whispersongs' - I would stick with the single note calls but make sure they are treated as single notes with irregular gaps,1402.00,0.00,3867.10,0.00,0.21,0.00,2465.10,0.00,2497.90,0.00,2497.90,1402.00,3867.10,0.21,3867.10,2465.10,1.00,0.21,0.21,3867.10,0.21,3867.10,0.21,11794.74,0.00,11794.74,#DIV/0!,#DIV/0!,11794.74,11794.74,11794.74,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,NA,1.00,1.00,1.00,1.00,1.00,1.00,2153.30,3100.80,2153.30,3100.80,0.00,0.00,947.50,0.00,947.50,4533.49,0.00,4533.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CW,Passeriformes,Corvidae,Aphelocoma coerulescens,Florida Scrub Jay,monotypic,Archbold Biological Station,Florida,Highlands County,United States,,XC,XC145791,"Scrub Ridge Trail, Merritt Island NWR, Brevard County, Florida",Call,1,1,0,18,19.659,0.91561117,Y,,Single note call; does not match HBW song description; JAT: jays are weird and hardly every give 'whispersongs' - I would stick with the single note calls but make sure they are treated as single notes with irregular gaps,1358.30,0.00,3538.30,0.00,0.24,0.00,2180.00,0.00,2390.60,0.00,2390.60,1358.30,3538.30,0.24,3538.30,2180.00,1.00,0.24,0.24,3538.30,0.24,3538.30,0.24,9237.29,0.00,9237.29,#DIV/0!,#DIV/0!,9237.29,9237.29,9237.29,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,NA,1.00,1.00,1.00,1.00,1.00,1.00,2156.20,3140.60,2156.20,3140.60,0.00,0.00,984.40,0.00,984.40,4171.19,0.00,4171.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CW,Passeriformes,Corvidae,Aphelocoma coerulescens,Florida Scrub Jay,monotypic,Archbold Biological Station,Florida,Highlands County,United States,,XC,XC143798,"Scrub Ridge Trail, Merritt Island NWR, Brevard County, Florida",Call,1,1,0,11,32.099,0.342689803,Y,,Single note call; does not match HBW song description; JAT: jays are weird and hardly every give 'whispersongs' - I would stick with the single note calls but make sure they are treated as single notes with irregular gaps,804.90,0.00,5363.00,0.00,0.31,0.00,4558.10,0.00,3093.80,0.00,3093.80,804.90,5363.00,0.31,5363.00,4558.10,1.00,0.31,0.31,5363.00,0.31,5363.00,0.31,14799.03,0.00,14799.03,#DIV/0!,#DIV/0!,14799.03,14799.03,14799.03,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,NA,1.00,1.00,1.00,1.00,1.00,1.00,2062.50,3937.50,2062.50,3937.50,0.00,0.00,1875.00,0.00,1875.00,6087.66,0.00,6087.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CW,Passeriformes,Corvidae,Aphelocoma coerulescens,Florida Scrub Jay,monotypic,Archbold Biological Station,Florida,Highlands County,United States,,XC,XC316286,"Lake Wales Ridge State Forest, Polk Co., Florida",Song,1,1,0,5,6.23,0.802568218,Y,,Single note call; does not match HBW song description; JAT: jays are weird and hardly every give 'whispersongs' - I would stick with the single note calls but make sure they are treated as single notes with irregular gaps,939.10,0.00,4635.60,0.00,0.34,0.00,3696.50,0.00,3140.60,0.00,3140.60,939.10,4635.60,0.34,4635.60,3696.50,1.00,0.34,0.34,4635.60,0.34,4635.60,0.34,11034.33,0.00,11034.33,#DIV/0!,#DIV/0!,11034.33,11034.33,11034.33,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,NA,1.00,1.00,1.00,1.00,1.00,1.00,2437.50,4031.20,2437.50,4031.20,0.00,0.00,1593.80,0.00,1593.70,4757.61,0.00,4757.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CW,Passeriformes,Corvidae,Aphelocoma coerulescens,Florida Scrub Jay,monotypic,Archbold Biological Station,Florida,Highlands County,United States,,XC,XC145792,"Scrub Ridge Trail, Merritt Island NWR, Brevard County, Florida",Call,1,1,0,7,7.642,0.915990578,Y,,Single note call; does not match HBW song description; JAT: jays are weird and hardly every give 'whispersongs' - I would stick with the single note calls but make sure they are treated as single notes with irregular gaps,1207.40,0.00,3991.10,0.00,0.26,0.00,2783.70,0.00,3187.50,0.00,3187.50,1207.40,3991.10,0.26,3991.10,2783.70,1.00,0.26,0.26,3991.10,0.26,3991.10,0.26,10584.41,0.00,10584.41,#DIV/0!,#DIV/0!,10584.41,10584.41,10584.41,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,NA,1.00,1.00,1.00,1.00,1.00,1.00,2109.40,3609.40,2109.40,3609.40,0.00,0.00,1500.00,0.00,1500.00,5703.42,0.00,5703.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
YZ,Passeriformes,Corvidae,Aphelocoma coerulescens,Florida Scrub Jay,monotypic,Archbold Biological Station,Florida,Highlands County,United States,,XC,XC145796,"Scrub Ridge Trail, Merritt Island NWR, Brevard County, Florida",Call,1,1,0,54,116.729,0.462609977,Y,,,1117.80,NA,5380.80,NA,0.34,NA,4263.00,NA,2859.40,NA,2859.40,1117.80,5380.80,0.34,5380.80,4263.00,1.00,0.34,0.34,5380.80,0.34,5380.80,0.34,12687.50,NA,12687.50,NA,NA,12687.50,12687.50,12687.50,NA,NA,NA,NA,NA,NA,2.98,NA,NA,NA,NA,NA,NA,2390.60,4921.90,2390.60,4921.90,NA,NA,2531.20,NA,2531.30,7533.33,NA,7533.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,Apterygiformes,Apterygidae,Apteryx owenii,Little Spotted Kiwi,monotypic,Kapiti Island,South Auckland Province,Te Mimiorakopa,New Zealand,,XC,XC33754,Tiritiri Matangi Island,Call,28,1,0,,,,Y,,,2051.70,3265.23,2867.67,36780.13,0.37,0.00,815.99,26502.46,2659.34,61939.40,2885.40,1925.50,3087.80,0.28,2571.20,1162.30,28.00,23.48,0.39,2935.20,0.38,3087.80,0.42,2224.73,123715.41,2918.13,0.49,0.02,2339.49,2244.96,2723.73,0.78,1.58,1.23,1.05,0.78,0.85,1.19,1.14,1.05,1.40,0.97,0.96,1.21,2382.50,2787.01,2239.50,3014.60,8883.20,40912.53,404.51,14089.27,775.10,1093.17,73891.64,1443.58,2521.80,2842.36,2975.89,248.81,454.59,499.57,2378.23,2670.10,2902.64,749.96,1199.83,1306.07,94.29,96.09,98.88
CW,Apterygiformes,Apterygidae,Apteryx owenii,Little Spotted Kiwi,monotypic,Kapiti Island,South Auckland Province,Te Mimiorakopa,New Zealand,,XC,XC152944,Tiritiri Matangi Island,Call,15,1,0,,,,Y,,,1148.76,1403.98,2120.15,12461.20,0.29,0.00,971.36,15992.17,1640.63,4687.50,1687.50,1093.10,2287.00,0.18,1927.40,1193.90,15.00,10.30,0.29,2114.40,0.29,2258.20,0.35,3393.19,183182.04,4025.26,0.43,0.01,3693.99,3408.01,3670.34,0.61,1.77,1.64,1.38,0.92,0.85,1.46,1.10,1.07,1.57,1.01,0.92,1.08,1443.72,1821.87,1406.20,1921.90,938.50,3770.05,378.13,1896.55,515.70,1329.96,44495.96,1792.90,1753.12,1837.48,1875.00,337.48,384.38,412.52,1575.00,1678.12,1668.76,1237.57,1324.84,1427.47,101.22,101.82,101.42
CW,Apterygiformes,Apterygidae,Apteryx owenii,Little Spotted Kiwi,monotypic,Kapiti Island,South Auckland Province,Te Mimiorakopa,New Zealand,,XC,XC93257,N/A,Call,6,1,0,,,,Y,,,1145.87,6114.41,1833.90,13222.10,0.43,0.00,688.02,7818.33,1715.50,12008.26,1851.90,1050.00,1970.50,0.33,1783.60,920.50,6.00,6.23,0.46,1970.50,0.47,1668.50,0.47,1614.86,95663.53,2039.90,0.73,0.00,1980.84,1525.54,1198.72,0.76,1.34,1.20,1.23,0.90,1.03,0.96,1.10,0.85,1.38,1.01,0.77,0.79,1457.08,1758.55,1335.10,1894.90,7057.27,13235.90,301.45,2472.51,559.80,712.96,33016.37,1031.44,1744.20,1894.90,1636.55,323.00,344.50,236.85,1701.15,1851.90,1593.45,878.10,758.18,502.60,92.60,95.70,85.65
YZ,Apterygiformes,Apterygidae,Apteryx owenii,Little Spotted Kiwi,monotypic,Kapiti Island,South Auckland Province,Te Mimiorakopa,New Zealand,,XC,XC182608,Tiritiri Matangi Island,Call,23,1,0,,,,Y,,,2424.32,1613.66,2984.94,3631.27,0.27,0.00,560.61,3912.30,2784.32,1389.34,2799.30,2354.20,3069.90,0.27,2888.20,715.70,23.00,14.54,0.29,2959.80,0.30,3058.90,0.32,2061.41,34508.43,2511.40,0.38,0.01,1814.61,1912.28,2113.13,0.59,2.15,1.65,1.34,0.77,0.81,1.58,1.02,1.03,1.07,1.04,1.05,1.11,2589.63,2868.57,2497.90,2928.50,1017.55,1247.31,279.01,625.06,430.60,1032.16,17507.92,1422.17,2853.13,2858.53,2897.71,269.18,274.56,295.34,2766.99,2783.14,2805.47,1130.83,974.18,985.66,83.28,86.26,85.16
YZ,Apterygiformes,Apterygidae,Apteryx owenii,Little Spotted Kiwi,monotypic,Kapiti Island,South Auckland Province,Te Mimiorakopa,New Zealand,,XC,XC498079,"Shakespear Regional Park, Whangaparaoa, Auckland",Call,10,1,0,,,,Y,,,2268.91,2474.10,3035.01,1408.46,0.36,0.00,766.09,4169.52,2929.67,7583.03,2906.20,2204.50,3102.80,0.37,2967.20,898.30,10.00,8.98,0.38,3026.50,0.33,3102.80,0.40,2153.22,44660.39,2625.46,0.60,0.01,2021.98,1943.47,2625.46,0.84,1.40,1.35,1.14,0.96,0.84,1.11,1.02,1.03,1.01,0.87,0.96,1.35,2428.13,2985.93,2343.80,3046.90,2986.03,1781.68,557.82,3274.70,703.10,1565.16,24329.93,1869.33,2937.47,2984.37,3023.45,500.00,562.50,597.68,2874.97,2874.97,3011.73,1450.21,1460.11,1730.17,86.77,83.90,84.68
YZ,Apterygiformes,Apterygidae,Apteryx owenii,Little Spotted Kiwi,monotypic,Kapiti Island,South Auckland Province,Te Mimiorakopa,New Zealand,,XC,XC88143,Kapiti Island,Song,23,1,0,,,,Y,,,2181.53,3785.67,2809.06,46437.21,0.47,0.00,627.53,27227.18,2544.68,31113.31,2627.10,2088.90,3085.30,0.31,2397.20,996.40,23.00,19.47,0.57,2843.20,0.48,3085.30,0.57,1324.03,61611.52,1720.21,0.40,0.03,920.66,1128.02,1720.21,0.69,1.74,1.13,1.01,0.65,0.89,1.18,1.19,1.09,1.87,0.83,1.23,1.52,2349.95,2715.06,2196.40,3014.60,9164.84,48294.62,365.12,16429.10,818.20,762.82,45173.27,1113.79,2449.43,2767.01,2959.27,209.94,403.74,498.33,2352.51,2557.10,2750.10,524.73,803.84,988.03,100.75,104.11,103.67
CW,Gruiformes,Aramidae,Aramus guarauna,Limpkin,guarauna,"18 de Julio, 13.6 km W, roadside",Rocha,,Uruguay,,XC,XC257479,"Sucumbíos: 'Sacha Lodge', n bank Río Napo",,9,4,0,,,,Y,JT,Wrong call type? JAT: I would include even though the end sequence is shorter,855.92,517650.50,1706.73,513960.00,0.11,0.03,850.80,97107.71,1268.07,606749.18,1162.80,523.80,3466.50,0.02,847.40,2942.70,9.00,2.42,0.02,1448.20,0.25,1710.20,0.58,29935.86,296099849.87,50500.00,0.18,0.06,18293.75,50500.00,4269.48,0.83,11.76,10.24,1.74,0.87,0.17,3.73,1.71,1.18,1.13,13.83,2.76,0.08,1009.67,1526.48,602.90,3402.20,617047.22,488830.95,516.79,46575.80,2799.30,21528.32,194468974.64,43066.67,1076.70,1378.13,2124.60,459.37,689.07,401.93,846.97,1134.07,1823.17,27314.81,30021.56,7248.57,73.83,77.83,101.23
CW,Gruiformes,Aramidae,Aramus guarauna,Limpkin,guarauna,"19 de Julio, 13.6 km W, roadside",Rocha,,Uruguay,,XC,XC257480,"Sucumbíos: 'Sacha Lodge', n bank Río Napo",,22,4,N/A,,,,Y,JT,"Resampled due to error; JAT: note number should be lower? It's a slightly complex intro followed by a few harsh notes. It then repeats the same sequence, but you should use the minimum basic sequence. JT: note number is high due to complex intro",873.39,9087.82,1399.16,43786.49,0.12,0.02,525.76,78890.79,1131.48,14698.96,1205.90,752.30,1738.40,0.01,1479.10,986.10,22.00,6.81,0.04,1692.10,0.25,1133.60,0.56,23011.25,332113126.39,60528.57,0.20,0.05,52146.15,23966.67,516.67,0.66,10.54,6.88,1.60,0.65,0.23,3.23,1.14,0.67,2.77,6.83,0.46,0.02,982.70,1295.91,861.30,1507.30,9887.75,19208.47,313.21,31395.94,646.00,14790.57,182760110.42,39992.86,1353.53,1328.91,1216.63,473.76,301.47,183.01,1039.77,1162.80,1184.33,30600.26,11308.66,4003.77,67.19,90.83,92.05
CW,Gruiformes,Gruidae,Balearica regulorum,Grey-crowned Crane,gibbericeps (?),,,,,zoo specimen,XC,XC282056,potato farmlands NW of Lk Mburo NP,,2,2,0,,,,Y,JT,All different call types; JAT: ignore the background chattering and just measure one of the 2-note songs. Calculate song pace from them,693.30,60762.25,1032.25,148340.52,0.40,0.09,338.95,19223.82,796.75,56097.92,1033.60,446.80,1417.40,0.70,1417.40,970.60,2.00,0.82,0.70,1417.40,0.11,647.10,0.70,1285.95,364415.61,1889.62,0.02,0.00,682.29,682.29,1889.62,0.02,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2.43,1.00,0.46,1.00,0.15,1.00,2.77,753.65,947.45,516.80,1292.00,56097.92,118714.70,193.80,11599.29,775.20,621.49,36395.07,812.26,1292.00,602.90,#DIV/0!,301.50,86.10,#DIV/0!,1033.60,559.90,#DIV/0!,430.71,812.26,#DIV/0!,111.90,104.50,#DIV/0!
CW,Gruiformes,Gruidae,Balearica regulorum,Grey-crowned Crane,gibbericeps (?),,,,,zoo specimen,XC,XC251841,"Notre-Dame-des-Landes, Loire-Atlantique, Pays de la Loire",,2,1,0,,,,Y,JT,All different call types; JAT: this is in captivity but it looks good for a song. The song is 2 notes and is repeated regularly. ,1106.80,81282.01,1333.15,86112.90,0.33,0.00,226.40,70.56,1218.75,79101.56,1500.00,821.70,1626.60,0.32,1039.70,804.90,2.00,0.66,0.32,1039.70,0.33,1626.60,0.33,695.39,418.84,715.85,0.01,0.00,674.92,674.92,715.85,0.01,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,3.04,1.00,1.56,1.00,1.02,1.00,1.06,1171.85,1265.65,890.60,1546.90,79101.56,79101.56,93.80,0.00,656.30,288.19,4.90,290.40,984.40,1546.90,#DIV/0!,93.80,93.80,#DIV/0!,937.50,1500.00,#DIV/0!,290.40,285.98,#DIV/0!,82.50,85.20,#DIV/0!
